1.888700000000000000e+04	1.500000000000000000e+01	9.605000000000000000e+02	5.405000000000000000e+02
1.888800000000000000e+04	1.500000000000000000e+01	9.605000000000000000e+02	5.405000000000000000e+02
1.888900000000000000e+04	1.500000000000000000e+01	9.605000000000000000e+02	5.405000000000000000e+02
1.889000000000000000e+04	1.500000000000000000e+01	9.605000000000000000e+02	5.405000000000000000e+02
1.889100000000000000e+04	1.500000000000000000e+01	9.605000000000000000e+02	5.405000000000000000e+02
1.889200000000000000e+04	1.500000000000000000e+01	9.580000000000000000e+02	5.405000000000000000e+02
1.889300000000000000e+04	1.500000000000000000e+01	9.520000000000000000e+02	5.405000000000000000e+02
1.889400000000000000e+04	1.500000000000000000e+01	9.460000000000000000e+02	5.405000000000000000e+02
1.889500000000000000e+04	1.500000000000000000e+01	9.405000000000000000e+02	5.405000000000000000e+02
1.889600000000000000e+04	1.500000000000000000e+01	9.345000000000000000e+02	5.405000000000000000e+02
1.889700000000000000e+04	1.500000000000000000e+01	9.285000000000000000e+02	5.405000000000000000e+02
1.889800000000000000e+04	1.500000000000000000e+01	9.230000000000000000e+02	5.405000000000000000e+02
1.889900000000000000e+04	1.500000000000000000e+01	9.175000000000000000e+02	5.405000000000000000e+02
1.890000000000000000e+04	1.500000000000000000e+01	9.125000000000000000e+02	5.405000000000000000e+02
1.890100000000000000e+04	1.500000000000000000e+01	9.075000000000000000e+02	5.405000000000000000e+02
1.890200000000000000e+04	1.500000000000000000e+01	9.025000000000000000e+02	5.405000000000000000e+02
1.890300000000000000e+04	1.500000000000000000e+01	8.975000000000000000e+02	5.405000000000000000e+02
1.890400000000000000e+04	1.500000000000000000e+01	8.925000000000000000e+02	5.405000000000000000e+02
1.890500000000000000e+04	1.500000000000000000e+01	8.880000000000000000e+02	5.405000000000000000e+02
1.890600000000000000e+04	1.500000000000000000e+01	8.830000000000000000e+02	5.405000000000000000e+02
1.890700000000000000e+04	1.500000000000000000e+01	8.785000000000000000e+02	5.405000000000000000e+02
1.890800000000000000e+04	1.500000000000000000e+01	8.735000000000000000e+02	5.405000000000000000e+02
1.890900000000000000e+04	1.500000000000000000e+01	8.690000000000000000e+02	5.405000000000000000e+02
1.891000000000000000e+04	1.500000000000000000e+01	8.645000000000000000e+02	5.405000000000000000e+02
1.891100000000000000e+04	1.500000000000000000e+01	8.600000000000000000e+02	5.405000000000000000e+02
1.891200000000000000e+04	1.500000000000000000e+01	8.560000000000000000e+02	5.405000000000000000e+02
1.891300000000000000e+04	1.500000000000000000e+01	8.520000000000000000e+02	5.405000000000000000e+02
